"Date";"Account Name";"Number";"Description";"Notes";"Memo";"Category";"Type";"Action";"Reconcile";"To With Sym";"From With Sym";"To Num.";"From Num.";"To Rate/Price";"From Rate/Price"
"";"";"";"";"";"";"Credit Card";"S";"";"N";"";"C$1,641.84";"";"1,641.84";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,641.84";"";"-1,641.84";"";"1.00";""
"2013-04-03";"Cash and Deposit";"27";"Taxes et Frais sur TVQ";"";"";"Accounts Payable";"T";"";"N";"-C$689.78";"";"-689.78";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$689.78";"";"689.78";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$689.78";"";"-689.78";"";"1.00";""
"2013-04-08";"Cash and Deposit";"29";"PMT Employee11 13 Avril";"";"";"Salary - Wages";"T";"";"N";"-C$1,061.11";"";"-1,061.11";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,061.11";"";"1,061.11";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,061.11";"";"-1,061.11";"";"1.00";""
"2013-04-10";"Cash and Deposit";"28";"Rent Quo Vadis";"";"";"Accounts Payable";"T";"";"N";"-C$2,069.55";"";"-2,069.55";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$2,069.55";"";"2,069.55";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,069.55";"";"-2,069.55";"";"1.00";""
"2013-04-25";"Cash and Deposit";"32";"PMT Employee12 13 Avril";"";"";"Salary - Wages";"T";"";"N";"-C$992.66";"";"-992.66";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$992.66";"";"992.66";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$992.66";"";"-992.66";"";"1.00";""
"2013-04-26";"Cash and Deposit";"31";"PMT Employee11 13 Avril";"";"";"Salary - Wages";"T";"";"N";"-C$611.12";"";"-611.12";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$611.12";"";"611.12";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$611.12";"";"-611.12";"";"1.00";""
"2013-04-30";"Cash and Deposit";"";"Qc Payroll taxes";"";"";"Payroll Tax Qc";"T";"";"N";"-C$1,142.07";"";"-1,142.07";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$1,142.07";"";"1,142.07";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,142.07";"";"-1,142.07";"";"1.00";""
"2013-04-30";"Cash and Deposit";"";"Fed Payroll taxes";"";"";"Payroll Tax Fed";"T";"";"N";"-C$549.30";"";"-549.30";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$549.30";"";"549.30";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$549.30";"";"-549.30";"";"1.00";""
"2013-04-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$6.95";"";"-6.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$6.95";"";"6.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$6.95";"";"-6.95";"";"1.00";""
"2013-05-01";"Cash and Deposit";"34";"PMT Employee11 27 Avril";"";"";"Salary - Wages";"T";"";"N";"-C$818.59";"";"-818.59";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$818.59";"";"818.59";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$818.59";"";"-818.59";"";"1.00";""
"2013-05-01";"Cash and Deposit";"35";"PMT Employee12 27 Avril";"";"";"Salary - Wages";"T";"";"N";"-C$728.62";"";"-728.62";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$728.62";"";"728.62";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$728.62";"";"-728.62";"";"1.00";""
"2013-05-03";"Cash and Deposit";"";"Investment Employee3";"";"";"2-Owners investment";"T";"";"N";"-C$15,000.00";"";"-15,000.00";"";"";""
"";"";"";"";"";"";"2-Owners investment";"S";"";"N";"";"C$15,000.00";"";"15,000.00";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$15,000.00";"";"-15,000.00";"";"1.00";""
"2013-05-07";"Cash and Deposit";"";"1k Hiring program";"";"";"Tax return";"T";"";"N";"C$1,000.00";"";"1,000.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$1,000.00";"";"1,000.00";"";"1.00";""
"";"";"";"";"";"";"Tax return";"S";"";"N";"";"-C$1,000.00";"";"-1,000.00";"";"1.00"
"2013-05-07";"Cash and Deposit";"33";"PMT Employee1 13 Avril";"";"";"Salary - Wages";"T";"";"N";"-C$1,195.76";"";"-1,195.76";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,195.76";"";"1,195.76";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,195.76";"";"-1,195.76";"";"1.00";""
"2013-05-07";"Cash and Deposit";"331";"IVS-331";"";"";"Accounts Receivable";"T";"";"N";"C$10,953.38";"";"10,953.38";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$10,953.38";"";"10,953.38";"";"1.00";""
"";"";"";"";"";"Work Mars 11 to Avril 10";"Accounts Receivable";"S";"";"N";"";"-C$10,953.38";"";"-10,953.38";"";"1.00"
"2013-05-17";"Cash and Deposit";"329";"IVS-329";"";"";"Accounts Receivable";"T";"";"N";"C$16,463.27";"";"16,463.27";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$16,463.27";"";"16,463.27";"";"1.00";""
"";"";"";"";"";"Work Jan 1 to Jan 20";"Accounts Receivable";"S";"";"N";"";"-C$16,463.27";"";"-16,463.27";"";"1.00"
"2013-05-22";"Cash and Deposit";"36";"PMT Employee12 11Mai";"";"";"Salary - Wages";"T";"";"N";"-C$1,086.54";"";"-1,086.54";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,086.54";"";"1,086.54";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,086.54";"";"-1,086.54";"";"1.00";""
"2013-05-23";"Cash and Deposit";"37";"PMT Employee11 11 Mai";"";"";"Salary - Wages";"T";"";"N";"-C$1,147.18";"";"-1,147.18";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,147.18";"";"1,147.18";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,147.18";"";"-1,147.18";"";"1.00";""
"2013-05-31";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$6.20";"";"-6.20";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$6.20";"";"6.20";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$6.20";"";"-6.20";"";"1.00";""
"2013-05-31";"Cash and Deposit";"38";"PMT Employee11 25 Mai";"";"";"Salary - Wages";"T";"";"N";"-C$924.21";"";"-924.21";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$924.21";"";"924.21";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$924.21";"";"-924.21";"";"1.00";""
"2013-05-31";"Cash and Deposit";"39";"PMT Employee12 25Mai";"";"";"Salary - Wages";"T";"";"N";"-C$1,063.07";"";"-1,063.07";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,063.07";"";"1,063.07";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,063.07";"";"-1,063.07";"";"1.00";""
"2013-05-31";"Cash and Deposit";"40";"Bureau en gros";"";"";"Accounts Payable";"T";"";"N";"-C$103.44";"";"-103.44";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$103.44";"";"103.44";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$103.44";"";"-103.44";"";"1.00";""
"2013-06-12";"Cash and Deposit";"";"Qc Payroll taxes";"";"";"Payroll Tax Qc";"T";"";"N";"-C$1,261.84";"";"-1,261.84";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$1,261.84";"";"1,261.84";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,261.84";"";"-1,261.84";"";"1.00";""
"2013-06-12";"Cash and Deposit";"";"Fed Payroll taxes";"";"";"Payroll Tax Fed";"T";"";"N";"-C$614.17";"";"-614.17";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$614.17";"";"614.17";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$614.17";"";"-614.17";"";"1.00";""
"2013-06-19";"Cash and Deposit";"";"Rent 1118 Wolfe June-Dec31";"";"";"Rent";"T";"";"N";"-C$8,000.00";"";"-8,000.00";"";"";""
"";"";"";"";"";"";"Rent";"S";"";"N";"";"C$8,000.00";"";"8,000.00";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$8,000.00";"";"-8,000.00";"";"1.00";""
"2013-06-19";"Cash and Deposit";"";"Paiement TVQ";"";"";"TVQ / GST";"T";"";"N";"-C$3,531.93";"";"-3,531.93";"";"";""
"";"";"";"";"";"";"TVQ / GST";"S";"";"N";"";"C$3,531.93";"";"3,531.93";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$3,531.93";"";"-3,531.93";"";"1.00";""
"2013-06-19";"Cash and Deposit";"TPS";"Paiement TPS";"";"";"TPS / HST";"T";"";"N";"-C$1,770.39";"";"-1,770.39";"";"";""
"";"";"";"";"";"";"TPS / HST";"S";"";"N";"";"C$1,770.39";"";"1,770.39";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,770.39";"";"-1,770.39";"";"1.00";""
"2013-06-28";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2013-07-05";"Cash and Deposit";"Virement";"PMT Employee11&Employee12";"";"";"Salary - Wages";"T";"";"N";"-C$4,493.85";"";"-4,493.85";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$4,493.85";"";"4,493.85";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4,493.85";"";"-4,493.85";"";"1.00";""
"2013-07-23";"Cash and Deposit";"";"Ordering Check Overcharge";"";"";"Bank Service Charge";"T";"";"N";"-C$123.19";"";"-123.19";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$123.19";"";"123.19";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$123.19";"";"-123.19";"";"1.00";""
"2013-07-31";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2013-07-31";"Cash and Deposit";"";"Fed Payroll taxes Forgot June";"";"";"Payroll Tax Fed";"T";"";"N";"-C$1.00";"";"-1.00";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$1.00";"";"1.00";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1.00";"";"-1.00";"";"1.00";""
"2013-07-31";"Cash and Deposit";"";"Fed Payroll taxes June&July";"";"";"Payroll Tax Fed";"T";"";"N";"-C$1,381.79";"";"-1,381.79";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$1,381.79";"";"1,381.79";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,381.79";"";"-1,381.79";"";"1.00";""
"2013-07-31";"Cash and Deposit";"";"Qc Payroll taxes Forgot June";"";"";"Payroll Tax Qc";"T";"";"N";"-C$0.04";"";"-0.04";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$0.04";"";"0.04";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$0.04";"";"-0.04";"";"1.00";""
"2013-07-31";"Cash and Deposit";"";"Qc Payroll taxes June&July";"";"";"Payroll Tax Qc";"T";"";"N";"-C$2,801.31";"";"-2,801.31";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$2,801.31";"";"2,801.31";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,801.31";"";"-2,801.31";"";"1.00";""
"2013-08-02";"Cash and Deposit";"001";"PMT Employee12 Juillet";"";"";"Salary - Wages";"T";"";"N";"-C$2,184.82";"";"-2,184.82";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$2,184.82";"";"2,184.82";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,184.82";"";"-2,184.82";"";"1.00";""
"2013-08-05";"Cash and Deposit";"002";"PMT Employee11 Juillet";"";"";"Salary - Wages";"T";"";"N";"-C$2,271.88";"";"-2,271.88";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$2,271.88";"";"2,271.88";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,271.88";"";"-2,271.88";"";"1.00";""
"2013-08-27";"Cash and Deposit";"336";"HSREMOVED ";"";"";"Accounts Receivable";"T";"";"N";"C$4,281.00";"";"4,281.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$4,281.00";"";"4,281.00";"";"1.00";""
"";"";"";"";"";"Expo Quebec";"Accounts Receivable";"S";"";"N";"";"-C$4,281.00";"";"-4,281.00";"";"1.00"
"2013-08-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2013-08-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$0.20";"";"-0.20";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$0.20";"";"0.20";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$0.20";"";"-0.20";"";"1.00";""
"2013-08-30";"Cash and Deposit";"004";"PMT Employee12 3 Aout";"";"";"Salary - Wages";"T";"";"N";"-C$1,092.41";"";"-1,092.41";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,092.41";"";"1,092.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,092.41";"";"-1,092.41";"";"1.00";""
"2013-09-03";"Cash and Deposit";"005";"PMT Employee11 3 Aout";"";"";"Salary - Wages";"T";"";"N";"-C$777.48";"";"-777.48";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$777.48";"";"777.48";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$777.48";"";"-777.48";"";"1.00";""
"2013-09-09";"Cash and Deposit";"006";"PMT Employee12 17 Aout";"";"";"Salary - Wages";"T";"";"N";"-C$1,092.41";"";"-1,092.41";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,092.41";"";"1,092.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,092.41";"";"-1,092.41";"";"1.00";""
"2013-09-09";"Cash and Deposit";"007";"PMT Employee12 31 Aout";"";"";"Salary - Wages";"T";"";"N";"-C$1,092.41";"";"-1,092.41";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,092.41";"";"1,092.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,092.41";"";"-1,092.41";"";"1.00";""
"2013-09-16";"Cash and Deposit";"temp";"IVS-Temporaire";"";"";"Accounts Receivable";"T";"";"N";"C$3,000.00";"";"3,000.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$3,000.00";"";"3,000.00";"";"1.00";""
"";"";"";"";"";"";"Accounts Receivable";"S";"";"N";"";"-C$3,000.00";"";"-3,000.00";"";"1.00"
"2013-09-25";"Cash and Deposit";"008";"PMT Employee12 14 Sept";"";"";"Salary - Wages";"T";"";"N";"-C$1,092.41";"";"-1,092.41";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,092.41";"";"1,092.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,092.41";"";"-1,092.41";"";"1.00";""
"2013-09-30";"Cash and Deposit";"";"Qc Payroll taxes Aug&Sept";"";"";"Payroll Tax Qc";"T";"";"N";"-C$1,851.09";"";"-1,851.09";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$1,851.09";"";"1,851.09";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,851.09";"";"-1,851.09";"";"1.00";""
"2013-09-30";"Cash and Deposit";"";"Fed Payroll taxes Aug&Sept";"";"";"Payroll Tax Fed";"T";"";"N";"-C$901.19";"";"-901.19";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$901.19";"";"901.19";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$901.19";"";"-901.19";"";"1.00";""
"2013-09-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2013-09-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$0.20";"";"-0.20";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$0.20";"";"0.20";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$0.20";"";"-0.20";"";"1.00";""
"2013-10-07";"Cash and Deposit";"009";"PMT Employee12 28 Sept";"";"";"Salary - Wages";"T";"";"N";"-C$1,092.41";"";"-1,092.41";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,092.41";"";"1,092.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,092.41";"";"-1,092.41";"";"1.00";""
"2013-10-21";"Cash and Deposit";"";"Investment Employee1";"";"";"1-Owners investment";"T";"";"N";"C$2,000.00";"";"2,000.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$2,000.00";"";"2,000.00";"";"1.00";""
"";"";"";"";"";"";"1-Owners investment";"S";"";"N";"";"-C$2,000.00";"";"-2,000.00";"";"1.00"
"2013-10-21";"Cash and Deposit";"010";"PMT Employee12 18 Oct";"";"";"Salary - Wages";"T";"";"N";"-C$1,092.41";"";"-1,092.41";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,092.41";"";"1,092.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,092.41";"";"-1,092.41";"";"1.00";""
"2013-10-31";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2013-11-15";"Cash and Deposit";"012";"PMT Employee12 15 Nov";"";"";"Salary - Wages";"T";"";"N";"-C$1,092.41";"";"-1,092.41";"";"";""
"";"";"";"";"";"";"Salary - Wages";"S";"";"N";"";"C$1,092.41";"";"1,092.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,092.41";"";"-1,092.41";"";"1.00";""
